node_gene_ID	node_gene_Name	type	target_gene_ID	target_gene_Name	clipExpNum
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000519	Cacna2d3	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000525	Gcap14	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000531	6720456H20Rik	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000532	Exoc5	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000538	Supt16h	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000541	Pspc1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000544	Zdhhc20	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000545	Zdhhc20	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000552	Fndc3a	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000555	Lrch1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000563	Pibf1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000564	Klf12	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000566	mmu_circ_0000566	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000567	mmu_circ_0000567	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000570	mmu_circ_0000570	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000571	Oxct1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000576	Lmbrd2	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000578	Mtmr12	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000581	Ctnnd2	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000582	Ctnnd2	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000585	Stk3	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000586	Stk3	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000587	Stk3	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000593	Rims2	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000594	Rims2	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000595	Rims2	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000596	Rims2	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000598	Nudcd1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000605	Fam49b	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000606	Zfat	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000610	Trappc9	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000612	Ptk2	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000613	Ptk2	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000623	Tnrc6b	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000624	St13	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000628	Tcf20	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000641	Nell2	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000645	Slc38a1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000650	Arf3	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000655	Rbfox1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000656	Rbfox1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000658	Txndc11	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000659	Txndc11	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000667	Fgd4	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000670	Pi4ka	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000671	Pi4ka	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000672	Pi4ka	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000684	Zfp148	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000685	Zfp148	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000690	Fam55c	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000699	Robo2	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000700	Robo2	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000701	Nrip1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000702	Nrip1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000705	App	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000706	Grik1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000713	mmu_circ_0000713	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000714	mmu_circ_0000714	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000715	mmu_circ_0000715	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000716	mmu_circ_0000716	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000717	mmu_circ_0000717	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000722	Arid1b	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000723	Tulp4	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000736	A930001N09Rik	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000740	Zfp81	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000742	C4b	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000743	C4b	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000744	C4b	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000745	C4b	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000791	mmu_circ_0000791	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000802	Fbxl17	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000805	Vapa	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000807	Ankrd12	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000811	Dlgap1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000812	Smchd1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000813	Memo1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000819	Hnrpll	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000820	Sos1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000822	mmu_circ_0000822	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000823	mmu_circ_0000823	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000827	mmu_circ_0000827	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000834	mmu_circ_0000834	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000835	mmu_circ_0000835	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000838	Arhgap12	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000839	Arhgap12	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000843	Usp14	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000848	Asxl3	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000849	Asxl3	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000850	Asxl3	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000851	Asxl3	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000852	Nol4	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000853	Dtna	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000858	Wdr33	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000859	Apc	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000862	Ankhd1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000868	Tcerg1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000869	Jakmip2	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000872	Csnk1g3	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000873	Csnk1g3	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000875	Fbn2	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000877	Csnk1a1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000882	Nedd4l	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000884	Zfp532	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000885	Zfp532	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000886	Zfp532	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000888	Spire1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000890	Tcf4	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000892	Tcf4	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0000896	Dym	1
